ref_sample,ref_time,dp_group,top1_group,top1_clip,top1_source_time,top1_score,top2_group,top2_clip,top2_source_time,top2_score,top3_group,top3_clip,top3_source_time,top3_score,top4_group,top4_clip,top4_source_time,top4_score,top5_group,top5_clip,top5_source_time,top5_score,score_YOSHINO,score_SAKURI,score_TSUKUYOMI,score_MOMIJI,score_SETSUKA,score_MAGIC
438,109.51991271972656,MOMIJI,MOMIJI,agent_generate_video - Cinematic single continuous take_ no cuts_ A woman in an orn_.mp4,3.5,0.8859554529190063,MOMIJI,agent_generate_video - Cinematic single continuous take_ no cuts_ A woman in an orn_.mp4,3.75,0.846488893032074,MOMIJI,One continuous five-second locked-tripod shot_ Keep the came.mp4,1.75,0.8398745059967041,MOMIJI,One continuous five-second locked-tripod shot_ Keep the came.mp4,2.0,0.8391211032867432,MOMIJI,agent_generate_video - Cinematic single continuous take_ no cuts_ A woman in an orn_.mp4,3.25,0.8328307271003723,0.44200730323791504,0.37250250577926636,0.7735997438430786,0.8859554529190063,0.3221801221370697,0.3724740147590637
439,109.76995849609375,MOMIJI,MOMIJI,agent_generate_video - Cinematic single continuous take_ no cuts_ A woman in an orn_.mp4,3.75,0.8149631023406982,MOMIJI,agent_generate_video - Cinematic single continuous take_ no cuts_ A woman in an orn_.mp4,4.0,0.7994990348815918,MOMIJI,agent_generate_video - Cinematic single continuous take_ no cuts_ A woman in an orn_.mp4,4.25,0.7462324500083923,MOMIJI,agent_generate_video - Cinematic single continuous take_ no cuts_ A woman in an orn_.mp4,3.5,0.7371968030929565,MOMIJI,One continuous five-second locked-tripod shot_ Keep the came.mp4,2.0,0.6817827224731445,0.4229150414466858,0.36765557527542114,0.6083229780197144,0.8149631023406982,0.33555173873901367,0.39448755979537964
440,110.02000427246094,MOMIJI,MOMIJI,agent_generate_video - Cinematic single continuous take_ no cuts_ A woman in an orn_.mp4,4.75,0.6417480111122131,MOMIJI,agent_generate_video - Cinematic single continuous take_ no cuts_ A woman in an orn_.mp4,4.5,0.6219841241836548,MOMIJI,agent_generate_video - Cinematic single continuous take_ no cuts_ A woman in an orn_.mp4,4.25,0.6013332009315491,MOMIJI,agent_generate_video - Cinematic single continuous take_ no cuts_ A woman in an orn_.mp4,5.0,0.5813742876052856,MOMIJI,agent_generate_video - Cinematic single continuous take_ no cuts_ A woman in an orn_.mp4,5.25,0.5748288631439209,0.3288361430168152,0.3072682321071625,0.3507394790649414,0.6417480111122131,0.2352009415626526,0.3871510922908783
441,110.27005004882812,MOMIJI,MOMIJI,E _ one continuous four-second closing take from the exact s.mp4,1.25,0.43080055713653564,MOMIJI,TURN D1 _ one continuous five-second full-body relay shot fr.mp4,1.25,0.3955234885215759,MOMIJI,LOCKED-OFF SINGLE TAKE_ The camera is physically bolted to a.mp4,2.75,0.39453744888305664,MOMIJI,agent_generate_video - Cinematic single continuous take_ no cuts_ A woman in an orn_.mp4,4.5,0.3917471766471863,MOMIJI,D2 _ one continuous five-second full-body turning take from.mp4,2.0,0.39014318585395813,0.2900300920009613,0.3164184093475342,0.2674437463283539,0.43080055713653564,0.21973711252212524,0.29419147968292236
442,110.52009582519531,MOMIJI,SAKURI,One continuous four-second repair shot between two adjacent.mp4,4.0,0.43460431694984436,SAKURI,One continuous four-second conservative repair shot connecti.mp4,4.0,0.4337412714958191,SAKURI,One continuous four-second repair shot between two adjacent.mp4,3.75,0.42608141899108887,SAKURI,Bridge 1A_ One continuous four-second repair shot between th.mp4,3.5,0.4183845818042755,SAKURI,One continuous four-second conservative repair shot connecti.mp4,3.75,0.417319655418396,0.2535606920719147,0.43460431694984436,0.22569189965724945,0.4046139717102051,0.23837606608867645,0.18791741132736206
443,110.7701416015625,MOMIJI,MOMIJI,END E _ one continuous four-second closing transition from t.mp4,1.25,0.48485302925109863,MOMIJI,END E _ one continuous four-second closing transition from t.mp4,1.5,0.4667273759841919,MOMIJI,E _ one continuous four-second closing take from the exact s.mp4,1.25,0.4481755495071411,MOMIJI,END E _ one continuous four-second closing transition from t.mp4,1.0,0.40557125210762024,SAKURI,One continuous four-second repair shot between two adjacent.mp4,3.75,0.3715289235115051,0.2688748836517334,0.3715289235115051,0.33575817942619324,0.48485302925109863,0.24498890340328217,0.09478241205215454
444,111.02018737792969,MOMIJI,YOSHINO,Direct continuation from the supplied last frame_ Same Yoshi.mp4,1.0,0.4785629212856293,YOSHINO,Direct continuation from the supplied last frame_ Same Yoshi.mp4,0.75,0.45725467801094055,YOSHINO,ONE continuous seamless cinematic shot_ never montage_ cross.mp4,1.75,0.4534127414226532,YOSHINO,Direct continuation from the supplied last frame_ Same Yoshi.mp4,1.75,0.445345938205719,YOSHINO,agent_generate_video_edit - Camera pushes forward while arcing toward the front-right of….mp4,3.0,0.4400465488433838,0.4785629212856293,0.4174947738647461,0.39764365553855896,0.4282127022743225,0.3208741247653961,0.3915252387523651
445,111.27023315429688,MOMIJI,MOMIJI,E _ one continuous four-second closing take from the exact s.mp4,2.5,0.665096640586853,MOMIJI,E _ one continuous four-second closing take from the exact s.mp4,1.5,0.4992791414260864,MOMIJI,E _ one continuous four-second closing take from the exact s.mp4,2.0,0.4931192100048065,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,0.0,0.4743707478046417,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,27.0,0.4725859761238098,0.4623948037624359,0.4725859761238098,0.4743707478046417,0.665096640586853,0.43633291125297546,0.21867260336875916
446,111.52027893066406,MOMIJI,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,1.5,0.4218955934047699,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,1.75,0.41361144185066223,YOSHINO,A single continuous cinematic shot connecting the exact star.mp4,1.5,0.40668046474456787,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,1.25,0.4059673845767975,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,4.0,0.4009968638420105,0.40668046474456787,0.2703731060028076,0.4218955934047699,0.3524024486541748,0.2933350205421448,0.38754895329475403
447,111.77032470703125,MOMIJI,MOMIJI,Repair only the causal arm-to-sleeve pose at this anchor fra.mp4,0.0,0.3995882272720337,MOMIJI,Repair only the sleeve-sweep physics in this exact shot. At_.mp4,0.0,0.39838990569114685,MOMIJI,TURN D1 _ one continuous five-second full-body relay shot fr.mp4,3.25,0.35580992698669434,MOMIJI,Edit this exact 9_5-second rotation shot while preserving th.mp4,4.0,0.35481026768684387,MOMIJI,Merge the two separate smoke bursts into one single continuo.mp4,0.5,0.3293653428554535,0.32931995391845703,0.3159908652305603,0.17123332619667053,0.3995882272720337,0.2720278203487396,0.20551346242427826
448,112.02037048339844,MOMIJI,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,0.0,0.7618362903594971,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,0.25,0.7050771117210388,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,0.5,0.6062218546867371,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,0.75,0.5201877951622009,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,1.0,0.45312607288360596,0.31346768140792847,0.31092607975006104,0.3176470398902893,0.7618362903594971,0.2908327877521515,0.20842164754867554
449,112.27041625976562,MOMIJI,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,0.0,0.9759288430213928,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,0.25,0.9188112020492554,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,0.5,0.7935379147529602,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,0.75,0.6796247363090515,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,1.0,0.5908455848693848,0.2778526544570923,0.3437323272228241,0.32977035641670227,0.9759288430213928,0.2867306172847748,0.29866936802864075
450,112.52046203613281,MOMIJI,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,0.0,0.994025468826294,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,0.25,0.9510902166366577,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,0.5,0.8304219841957092,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,0.75,0.7091784477233887,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,1.0,0.6045593023300171,0.2652736306190491,0.3323650360107422,0.3178761601448059,0.994025468826294,0.27042871713638306,0.28939369320869446
451,112.77050018310547,MOMIJI,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,0.0,0.9949311017990112,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,0.25,0.963567316532135,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,0.5,0.8499885201454163,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,0.75,0.724399745464325,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,1.0,0.6126178503036499,0.26606929302215576,0.32781147956848145,0.31559914350509644,0.9949311017990112,0.2695477306842804,0.291868656873703
452,113.02054595947266,MOMIJI,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,0.25,0.9962925314903259,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,0.5,0.9461613893508911,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,0.0,0.9404796361923218,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,0.75,0.8226979374885559,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,1.0,0.6858248710632324,0.26894503831863403,0.302482008934021,0.2885773777961731,0.9962925314903259,0.26292940974235535,0.2927577793598175
453,113.27059173583984,MOMIJI,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,0.5,0.9951074123382568,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,0.75,0.9427202939987183,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,0.25,0.9214667081832886,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,0.0,0.8145962357521057,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,1.0,0.7929476499557495,0.3110516667366028,0.3036963939666748,0.2685123383998871,0.9951074123382568,0.2889530658721924,0.2795620858669281
454,113.52063751220703,MOMIJI,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,0.75,0.9896625280380249,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,1.0,0.9347105026245117,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,0.5,0.8929322957992554,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,0.25,0.7691695690155029,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,1.25,0.7379621267318726,0.33779576420783997,0.2922307252883911,0.25736719369888306,0.9896625280380249,0.2671657204627991,0.2798292636871338
455,113.77068328857422,MOMIJI,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,1.0,0.9954573512077332,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,1.25,0.8846827149391174,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,0.75,0.874225378036499,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,0.5,0.7567113637924194,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,1.5,0.7376736402511597,0.3335106372833252,0.2940371036529541,0.25580841302871704,0.9954573512077332,0.23139525949954987,0.30020254850387573
456,114.0207290649414,MOMIJI,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,1.25,0.9950533509254456,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,1.5,0.9307774305343628,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,1.0,0.8354510068893433,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,0.75,0.6776251196861267,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,1.75,0.6732931137084961,0.3347058892250061,0.2856265604496002,0.248190239071846,0.9950533509254456,0.2005789428949356,0.2893262803554535
457,114.2707748413086,MOMIJI,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,1.5,0.9650571346282959,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,1.25,0.8361183404922485,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,1.75,0.8352586627006531,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,1.0,0.6732620000839233,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.0,0.6248631477355957,0.3011561632156372,0.2770223617553711,0.2811395525932312,0.9650571346282959,0.2102736532688141,0.26535463333129883
458,114.52082061767578,MOMIJI,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,1.75,0.9917448163032532,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.0,0.8547186255455017,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,1.5,0.7376694679260254,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,1.25,0.6400928497314453,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.25,0.6147055625915527,0.2826606035232544,0.24081024527549744,0.3029906153678894,0.9917448163032532,0.2201634645462036,0.28705525398254395
459,114.77086639404297,MOMIJI,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.0,0.9910866022109985,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.25,0.8149158954620361,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,1.75,0.7990865707397461,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.5,0.6449817419052124,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.75,0.6231924891471863,0.31280550360679626,0.25350356101989746,0.2824525535106659,0.9910866022109985,0.22106808423995972,0.30409732460975647
460,115.02091217041016,MOMIJI,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.25,0.9916638731956482,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.5,0.8773679733276367,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.0,0.7443047761917114,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.75,0.6618438959121704,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.0,0.6590014696121216,0.3475295305252075,0.307368665933609,0.29390525817871094,0.9916638731956482,0.21040701866149902,0.24518097937107086
461,115.27095794677734,MOMIJI,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.5,0.9796062707901001,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.75,0.8719693422317505,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.25,0.777552604675293,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.0,0.702895998954773,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.25,0.6980507969856262,0.35052022337913513,0.34975332021713257,0.33696573972702026,0.9796062707901001,0.23605327308177948,0.293678343296051
462,115.52100372314453,MOMIJI,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.75,0.9791117906570435,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.0,0.8964794874191284,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.5,0.7580984830856323,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.25,0.7567213773727417,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.5,0.7000914812088013,0.3550400137901306,0.37534913420677185,0.3095413148403168,0.9791117906570435,0.3180287182331085,0.33624646067619324
463,115.77104949951172,MOMIJI,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.0,0.9912523031234741,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.25,0.8974278569221497,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.75,0.808549702167511,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.5,0.7659591436386108,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.75,0.7195672988891602,0.3420461416244507,0.3621354103088379,0.29451578855514526,0.9912523031234741,0.33262085914611816,0.30925390124320984
464,116.0210952758789,MOMIJI,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.25,0.9945815801620483,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.5,0.9204210042953491,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.0,0.8431187868118286,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.75,0.8014929890632629,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,4.0,0.7406303882598877,0.3314260244369507,0.32478874921798706,0.2996251881122589,0.9945815801620483,0.3324469327926636,0.32678237557411194
465,116.2711410522461,MOMIJI,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.5,0.9957513809204102,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.75,0.9219566583633423,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.25,0.882448673248291,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,4.0,0.8242341876029968,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.0,0.7460837364196777,0.3240916430950165,0.3090815842151642,0.31793704628944397,0.9957513809204102,0.3017329275608063,0.3451928496360779
466,116.52118682861328,MOMIJI,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.75,0.9962477087974548,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,4.0,0.9609838724136353,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.5,0.8910596370697021,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.25,0.7827143669128418,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.0,0.7058629393577576,0.3424929082393646,0.32266896963119507,0.3255805969238281,0.9962477087974548,0.30026975274086,0.36921027302742004
467,116.77123260498047,MOMIJI,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,4.0,0.9953188300132751,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.75,0.9599162340164185,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.5,0.8142576813697815,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.25,0.7417430877685547,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.0,0.6789588332176208,0.35520896315574646,0.3308698534965515,0.334045946598053,0.9953188300132751,0.29686999320983887,0.3642892837524414
468,117.02127838134766,MOMIJI,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.75,0.985686182975769,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,4.0,0.9679160118103027,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.5,0.8687797784805298,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.25,0.7657181024551392,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.0,0.6876662969589233,0.33895307779312134,0.3197977542877197,0.3268052637577057,0.985686182975769,0.2936473488807678,0.3655426502227783
469,117.27132415771484,MOMIJI,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.5,0.9536820650100708,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.75,0.9216794371604919,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,4.0,0.8346555233001709,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.25,0.8237881660461426,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.0,0.701856255531311,0.3047253489494324,0.31053227186203003,0.2987087070941925,0.9536820650100708,0.3013828992843628,0.3402317762374878
470,117.52136993408203,MOMIJI,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.25,0.9039099216461182,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.5,0.8720555305480957,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.0,0.7651833295822144,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.75,0.7607566118240356,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,4.0,0.6997948884963989,0.3286033570766449,0.3171776533126831,0.25880706310272217,0.9039099216461182,0.31580981612205505,0.32187581062316895
471,117.77141571044922,MOMIJI,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.0,0.7476738691329956,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.75,0.7202057242393494,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.25,0.6595675945281982,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.5,0.6043219566345215,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.5,0.5921304225921631,0.2647086977958679,0.2852528691291809,0.22251462936401367,0.7476738691329956,0.25913339853286743,0.3312000334262848
472,118.0214614868164,MOMIJI,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.5,0.5945687294006348,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.25,0.5936614274978638,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.75,0.5348106026649475,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.0,0.525181233882904,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.25,0.5107172131538391,0.32798105478286743,0.21935823559761047,0.25091588497161865,0.5945687294006348,0.2995605766773224,0.2457977682352066
473,118.2715072631836,MOMIJI,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.0,0.5432802438735962,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.25,0.5055460929870605,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,1.75,0.4761127531528473,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.5,0.4495927095413208,MOMIJI,Create one continuous four-second continuity bridge that rep.mp4,0.5,0.4385601282119751,0.3258017897605896,0.24318906664848328,0.2450082004070282,0.5432802438735962,0.34058332443237305,0.2844962477684021
474,118.52155303955078,MOMIJI,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,1.75,0.5104357600212097,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,1.5,0.45628923177719116,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.0,0.4551870822906494,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.75,0.44475942850112915,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.25,0.4345373511314392,0.3221670389175415,0.29497894644737244,0.2624220848083496,0.5104357600212097,0.32267603278160095,0.2715492248535156
475,118.77159118652344,MOMIJI,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.25,0.4810244143009186,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.5,0.4676867723464966,MOMIJI,Repair only the sleeve-sweep physics in this exact shot. At_.mp4,2.5,0.45368528366088867,MOMIJI,Repair only the causal arm-to-sleeve pose at this anchor fra.mp4,2.5,0.4453240633010864,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.5,0.4450474977493286,0.28659409284591675,0.2282698154449463,0.2587451934814453,0.4810244143009186,0.23295509815216064,0.3321061134338379
476,119.02163696289062,MOMIJI,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.75,0.4663301706314087,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.0,0.46551141142845154,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.0,0.44599154591560364,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.5,0.4371505379676819,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.25,0.4327811598777771,0.3169173002243042,0.28335100412368774,0.2601638436317444,0.4663301706314087,0.29770034551620483,0.2702289819717407
477,119.27168273925781,MOMIJI,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,4.0,0.48724377155303955,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.75,0.4684869349002838,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.25,0.4461686611175537,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.5,0.4378780126571655,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.0,0.42550134658813477,0.3876093029975891,0.3593901991844177,0.29946815967559814,0.48724377155303955,0.19663558900356293,0.35652032494544983
478,119.521728515625,MOMIJI,MOMIJI,C1 _ one continuous four-second intimate portrait take from.mp4,0.0,0.5122080445289612,MOMIJI,C1 _ one continuous four-second intimate portrait take from.mp4,0.25,0.48569756746292114,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.25,0.43815237283706665,MOMIJI,C1 _ one continuous four-second intimate portrait take from.mp4,0.5,0.43388497829437256,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,2.5,0.4230666160583496,0.3249024450778961,0.3312591314315796,0.24320711195468903,0.5122080445289612,0.16275238990783691,0.37563449144363403
479,119.77177429199219,MOMIJI,MOMIJI,C1 _ one continuous four-second intimate portrait take from.mp4,0.0,0.5407372117042542,MOMIJI,C1 _ one continuous four-second intimate portrait take from.mp4,0.25,0.5133174657821655,MOMIJI,C1 _ one continuous four-second intimate portrait take from.mp4,0.5,0.45898890495300293,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.75,0.4511592388153076,MOMIJI,B1 _ one continuous four-second cinematic take from the exac.mp4,3.5,0.4440045952796936,0.3051397204399109,0.2725212275981903,0.24486547708511353,0.5407372117042542,0.21404260396957397,0.35421496629714966
480,120.02182006835938,MOMIJI,MOMIJI,C1 _ one continuous four-second intimate portrait take from.mp4,0.0,0.6046244502067566,MOMIJI,C1 _ one continuous four-second intimate portrait take from.mp4,0.25,0.6026409864425659,MOMIJI,C1 _ one continuous four-second intimate portrait take from.mp4,0.5,0.5716840028762817,MOMIJI,C1 _ one continuous four-second intimate portrait take from.mp4,0.75,0.5175806283950806,MOMIJI,C1 _ one continuous four-second intimate portrait take from.mp4,1.0,0.4734652042388916,0.31784865260124207,0.32332077622413635,0.29340532422065735,0.6046244502067566,0.2984330952167511,0.3690906763076782
481,120.27186584472656,MOMIJI,MOMIJI,C1 _ one continuous four-second intimate portrait take from.mp4,0.0,0.8350228071212769,MOMIJI,C1 _ one continuous four-second intimate portrait take from.mp4,0.25,0.8139902949333191,MOMIJI,C1 _ one continuous four-second intimate portrait take from.mp4,0.5,0.7589343190193176,MOMIJI,C1 _ one continuous four-second intimate portrait take from.mp4,0.75,0.6850184798240662,MOMIJI,C1 _ one continuous four-second intimate portrait take from.mp4,1.0,0.6238328218460083,0.38735073804855347,0.30891287326812744,0.33112961053848267,0.8350228071212769,0.35687193274497986,0.4205467104911804
482,120.52191162109375,MOMIJI,MOMIJI,C1 _ one continuous four-second intimate portrait take from.mp4,0.0,0.9893417358398438,MOMIJI,C1 _ one continuous four-second intimate portrait take from.mp4,0.25,0.9666761755943298,MOMIJI,C1 _ one continuous four-second intimate portrait take from.mp4,0.5,0.8809661865234375,MOMIJI,C1 _ one continuous four-second intimate portrait take from.mp4,0.75,0.7792626619338989,MOMIJI,C1 _ one continuous four-second intimate portrait take from.mp4,1.0,0.6782410740852356,0.34759142994880676,0.303072988986969,0.3502638041973114,0.9893417358398438,0.3489866852760315,0.4564169645309448
